id,title,处方来源,别名,药物组成,功效,主治,用法用量,备注,处方来源书名,标准药物名称,symptom
56396,人参胎产金丹,《外科传薪集》。,,人参1两，全当归1两，丹皮1两，川芎1两，元胡索1两，白芷1两，野于术1两，生甘草1两，藁本1两，上桂心1两，白薇1两，赤石脂（煅）1两，怀山药1两，没药1两，女贞子（蒸）2两，白蒺藜（去刺）3两，春砂仁2钱，白茯苓1两，白芍1两，杜仲2两（盐水炒）。,,妇人经、带、胎、产诸病。,临产，参汤化服；产后，童便、陈酒化服；经后，当归汤化服；怀孕后，每日白术、条芩化服3-5丸；胎动不安，白莲花汤化服；屡经小产不受孕，当归、熟地汤化服；劳役虚弱，中气不足，人参汤化服；劳役虚损，小黄米汤化服；胎漏下血，藕节、棕灰汤化服；妊孕腹痛胀满，木香磨水化服；妊孕赤带，红鸡冠花汤化服，如白带，白鸡冠花汤化服；妊孕腰腿痠痛，桑寄生汤化服；产后儿枕痛，山楂煎陈酒，黑糖化服；横生逆产，并子死腹中，当归、川芎汤化服；胞衣不下，红花、益母草汤化服；头胎交骨不开，龟版汤化服；产后乳汁不得，以好酒、当归、山甲煎汤化服；妊孕转胞，小便不通，琥珀磨水化服；妊孕四肢浮肿，桑皮汤化服；妊孕子胀，香附、腹皮汤化服；妊孕子痫、抽搐，钩钩汤化服；经脉不调，月事参差，有余不足，诸虚百损，癥瘕积聚，干血劳伤，子宫虚冷，血海枯涸等证，俱用煮陈酒化服。,,外科传薪集,人参、当归、牡丹皮、川芎、新疆延胡索、白芷、白术、甘草、藁本、肉桂、白薇、赤石脂、山药、没药、女贞子、藜、砂仁、茯苓、白芍、杜仲,
56433,青苋膏,《外科大成》卷二。,,马齿苋4两（研烂），青黛1两。,消肿止痛，退热。,由中下二焦风热所致的肾囊风，疙瘩作痒，搔之作痛，及妇人脐下连二阴生疮，状如马刀，痛出黄汁，食减身浮，二便涩滞。,涂之，稍干，再换。内再服八正散尤佳。,,外科大成,马齿苋、青黛,热毒 疙瘩作痒 作痛 生疮 饮食不下 涩
56462,加味逍遥散,《外科大成》卷二。,,当归1钱，白芍1钱，白术1钱，茯苓1钱，柴胡1钱，薄荷5分，甘草6分，丹皮7分，香附8分。,,妇人血虚，五心烦热，肢体疼痛，头目昏重，心忡颊赤，口燥咽干，发热盗汗，食少嗜卧；并室女血弱，荣卫不调，痰嗽潮热，肌体羸瘦，渐成骨蒸；及血热相搏，月水不调，寒热如疟，脐腹作痛。,水2钟，煎8分，食远温服。,,外科大成,当归、白芍、白术、茯苓、柴胡、薄荷、甘草、牡丹皮、香附,血亏 心热 四肢烦疼 头目眩晕 心神惊悸 面色发红 口干 遍身壮热 盗汗 饮食不下 多睡 气血虚弱 荣卫不调 痰喘 潮热 肌体羸瘦 骨蒸潮热 血热相搏 月经不调 寒热如疟 肚腹痛
56463,文蛤汤,《外科大成》卷二。,,文蛤1两，小麦1两，皮消1两，白矾1两，葱白10根。,,阴户肿痛。,水煎，熏洗。,,外科大成,五倍子、小麦、大皮消、白矾、葱白,阴肿
56521,乌云膏,《外科大成》卷三。,,松香末2两，硫黄末1两。,,头癣，脓疥，下部寒湿疮，胎疮，奶癣。一切疮痍，破津脂水作痒。,搽用。,方中松香、硫黄用量原缺，据《医宗金鉴》补。,外科大成,松香、硫黄,头面生癞 脓疥 寒湿 胎毒疮 奶癣 疮疥
56541,葳灵仙桂汤,《外科大成》卷四。,,葳灵仙2钱，肉桂2钱，木香2钱，乳香2钱，没药2钱。,,产后经风，痛不可忍；并痢后风。,水2钟，煎8分服。,,外科大成,威灵仙、肉桂、木香、乳香、没药,产后 痢不止
56655,家传西圣膏,《外科大成》卷一。,,当归5钱，川芎5钱，赤芍5钱，生地5钱，熟地5钱，白术5钱，苍术5钱，甘草节5钱，陈皮5钱，半夏5钱，青皮5钱，香附5钱，枳壳5钱，乌药5钱，何首乌5钱，白芷5钱，知母5钱，杏仁5钱，桑皮5钱，金银花5钱，黄连5钱，黄芩5钱，黄柏5钱，大黄5钱，白蒺藜5钱，栀子5钱，柴胡5钱，连翘5钱，薄荷5钱，威灵仙5钱，木通5钱，桃仁5钱，玄参5钱，桔梗5钱，白鲜皮5钱，猪芩5钱，泽泻5钱，前胡5钱，升麻5钱，五加皮5钱，麻黄5钱，牛膝5钱，杜仲5钱，山药5钱，益母草5钱，远志5钱，续断5钱，良姜5钱，藁本5钱，青风藤5钱，茵陈5钱，地榆5钱，防风5钱，荆芥5钱，两头尖5钱，羌活5钱，独活5钱，苦参5钱，天麻5钱，南星5钱，川乌5钱，草乌5钱，文蛤5钱，巴豆仁5钱，芫花5钱，细辛1两，贝母1两，僵蚕1两，大枫子1两，川山甲1两，蜈蚣21条，苍耳头21个，虾蟆7个，白花蛇5钱，地龙5钱，全蝎5钱，海桐皮5钱，白及5钱，白蔹5钱，木鳖子8两，桃枝3-7寸，柳枝3-7寸，榆枝3-7寸，槐枝3-7寸，桑枝3-7寸，楝枝3-7寸，或杏枝3-7寸，楮枝3-7寸，或椿枝3-7寸，血余4两。,,男妇小儿，远年近日，五劳七伤，左瘫右痪，手足麻木，遍身筋骨疼痛，咳嗽痰喘，疟疾痢疾，痞疾走气，遗精白浊，偏坠疝气，寒湿脚气；及妇人经脉不调，赤白带下，血崩经漏；并跌打损伤，一切肿毒瘰疬，顽疮结毒，臭烂，筋骨疼痛不能动履者。,用时，取1块铜杓内熔化摊用。细药开后：乳香、没药、血竭各1两，轻粉8钱，朝脑2两，龙骨2两，赤石脂2两，海螵蛸5钱，冰片、麝香各3钱，雄黄2两，上药共为末，加入前膏内。五劳七伤，遍身筋骨疼痛，腰脚痠软无力，贴膏肓穴、肾俞穴、三里穴；痰喘气急咳嗽，贴肺俞穴、华盖穴、膻中穴；左瘫右痪，手足麻木，贴肩井穴、曲池穴、三里穴；遗精白浊，赤白带下，经脉不调，血出崩漏，贴阴交穴、关元穴；痢疾水泻，贴丹田穴；疟疾，男贴左臂，女贴右臂；腰痛，贴命门穴；疝气，贴膀穴；头风，贴风门穴；心气痛，贴中脘穴；走气痛，贴章门穴；寒湿脚气，贴三里穴；胸腹胀闷，贴中脘穴；噎食转食，贴中脘穴；痞疾，先用面作圈，围痞块上，入皮消两许，纸盖，熨斗熨热去消，贴膏再熨，出汗至腹内觉热方止；跌打损伤及诸毒诸疮，俱贴患处。凡内外诸症，贴之必用热布熨之，疥癣疹癞等症，贴脐熨之，汗出为度；血瘕痞块，加阿魏、马齿苋膏各2两贴之。,,外科大成,当归、川芎、赤芍、鲜地黄、熟地黄、白术、苍术、甘草、陈皮、半夏、青皮、香附、枳壳、乌药、何首乌叶、白芷、知母、杏仁、桑皮、金银花、黄连、黄芩、黄柏、大黄、藜、栀子、柴胡、连翘、薄荷、威灵仙、木通、桃仁、玄参、桔梗、白鲜皮、黄芩、泽泻、前胡、升麻、五加皮、麻黄、牛膝、杜仲、山药、益母草、远志、续断、高良姜、藁本、青藤、劲直蒿、地榆、防风、荆芥、竹节香附、羌活、独活、苦参、天麻、天南星、乌头、圆节山蚂蝗、五倍子、巴豆、芫花、细辛、川贝母、白僵蚕、大风子、穿山甲、蜈蚣、苍耳、虾蟆、百花锦蛇、地龙、全蝎、海桐皮、白及、白蔹、木鳖子、桃枝、柳枝、榆白皮、槐枝、桑枝、苦楝皮、杏枝、楮茎、椿白皮、血余,五劳 左瘫右痪 脚手痹顽 身疼 咳嗽 痰喘 疟 痢不止 痞积 走气 小便浊败 偏坠 疝气 寒湿 风湿脚气 月经不调 赤白带下 血崩 漏血不止 跌打损伤 肿毒 瘰疬 顽疮 结毒 不能行步
56673,马齿苋膏,《外科大成》卷一。,,马齿苋。,解诸毒。,杨梅遍身如癞，喉硬如管者，发背诸毒，多年顽疮、臁疮，疼痛不收口者，面肿唇紧，妇人脐下生疮，痛痒连及二阴者，湿癣白秃，丹毒。,用此1味，或服或敷，甚有功效。治杨梅遍身如癞，喉硬如管者，取苋碗粗1握，酒水煎服出汗；治发背诸毒，用苋1握，酒煎或水煮，冷服出汗，再服退热去腐，3服即愈，并杵苋敷之；治多年顽疮、臁疮，疼痛不收日者，杵苋敷之，取虫，1日1换，3日后腐肉已尽，红肉如珠时，换生肌药收口；治面肿唇紧，捣汁涂之；治妇人脐下生疮，痛痒连及二阴者，用苋4两，青黛1两，研匀敷之；治湿癣白秃，取石灰末炒红，用苋汁熬膏，调匀涂之；治丹毒，加蓝靛根和捣敷之。,,外科大成,马齿苋,浑身疮癣 痈疽发背 顽疮 臁疮 疼痛 头面肿满 唇紧 脐下生疮 痛痒 湿癣白秃 丹毒
56677,塌肿汤,《外科发挥》卷八。,,甘草3钱，干漆3钱，生地黄2钱，黄芩2钱，当归2钱，川芎2钱，鳖甲5钱（炙）。,,妇人阴户生疮，或痒痛，或脓水淋漓。,上作1剂。用水数碗，煎数沸，去滓，常洗患处。,方中鳖甲，《外科理例》作“龟甲”。,外科发挥,甘草、干漆、鲜地黄、黄芩、当归、川芎、鳖甲,阴蚀疮 痒痛 脓水淋漓
56683,加味小柴胡汤,《外科发挥》卷二。,,柴胡2钱5分，黄芩1钱，人参1钱，生地黄1钱，甘草1钱，半夏6分。,,妇女热入血室，致寒热如疟，昼则安静，夜则发热妄语，血虚大劳大怒，火动热入血室，或妇女经行，感冒发热，寒热如疟，夜间热甚或谵语。,水1钟半，加生姜3片，煎8分，食远服。,,外科发挥,柴胡、黄芩、人参、鲜地黄、甘草、半夏,热入血室 寒热如疟 遍身壮热 妄言 血亏 感冒 热甚 言语謇涩
56688,加减龙胆泻肝汤,《外科发挥》卷七。,加味龙胆汤、龙胆泻肝汤,龙胆草（酒拌炒黄）1钱，泽泻1钱，车前子（炒）5分，木通5分，生地黄（酒拌）5分，当归尾（酒拌）5分，山栀（炒）5分，黄芩5分，甘草5分。,,肝经湿热，阴部生疮，阴囊肿痛，小便赤涩，便毒悬痈，妇人阴挺。,上作1剂。水2钟，煎8分，食前服。,加味龙胆汤（《外科枢要》卷四）、龙胆泻肝汤（《校注妇人良方》卷二十四）。本方方名，《景岳全书》引作“加味龙胆泻肝汤”。,外科发挥,龙胆、泽泻、车前子、木通、鲜地黄、当归、栀子、黄芩、甘草,湿热 生疮 肿痛 小便短赤 便毒悬痈 阴挺
56693,薏苡仁汤,《外科发挥》卷四。,瓜子仁汤、瓜蒌仁汤、瓜蒌子汤、薏仁汤,薏苡仁3钱，瓜蒌仁3钱，牡丹皮2钱，桃仁（去皮尖）2钱。,,肠痈。腹中(疒丂)痛，或胀满不食，小便涩；妇人产后恶露不尽，或经后瘀血作痛，或肠胃停滞，瘀血作痛，或作痈患。,作1剂，水2钟，煎8分，空心服。,瓜子仁汤（《外科发挥》卷四）。瓜蒌仁汤（《医统》卷八）、瓜蒌子汤（《外科正宗》卷三）、薏苡汤（《金鉴》卷六十七）。,外科发挥,薏苡仁、栝楼子、牡丹皮、桃仁,肠痈 腹中 胀满 饮食不下 小便涩 产后 恶露未尽 瘀血作痛 肠胃停滞
56778,珠黄十宝丹,《外科方外奇方》卷四。,,滴乳石（人乳煅）3钱，真琥珀3钱，乳香（去油）3钱，没药（去油）3钱，辰砂（水飞）3钱，山茨菇3钱，败龟版（炙）4钱，雄黄4钱，犀角1钱，珍珠1钱，真正人中黄5钱，当门子5分（各取净末，称准）。,,一切广疮，杨梅结毒，下疳溃烂，小儿胎毒。,分1月服完即愈，甚者再服1料必愈。,,外科方外奇方,钟乳石、琥珀、乳香、没药、朱砂、山慈菇、龟甲、雄黄、犀角、珍珠、人中黄、麝香,结毒 下疳溃烂
56779,珠母散,《外科方外奇方》卷四。,,陈蚌壳（煅）2钱，儿茶2钱，轻粉2钱，飞滑石2钱，人中白（煅）2钱，煅龙骨1钱，枯矾1钱，冰片3分。,,妇人阴痒，甚者令人发热如劳。,先以鸡肝或猪肝切作长条，蒸熟，插入阴户，过1夜，次早取出，如此2-3次，痒减虫净，然后用麻油调搽。,,外科方外奇方,蚌粉、孩儿茶、轻粉、滑石、人中白、龙骨、枯矾、冰,阴痒 遍身壮热
56786,独圣散,《外科方外奇方》卷四。,,水龙骨（炒干）。,,臁疮，妇人裙边疮。,麻油调敷。,,外科方外奇方,水龙骨,臁疮
56827,洪宝丹,《外科集验方》。,金丹、寸金、四黄散、一黄散、破血丹、黄药、济阴丹、抑阳散、截血膏、洪宝膏、少林截血丹、红宝丹,天花粉3两，姜黄1两，白芷1两，赤芍药2两。,化血为水，凉肌生肉，去死肌烂肉，破血退肿。,诸般热证痈肿之毒，金疮之证；妇人产后，或经绝血行逆上，心不能主，或吐血、舌衄。,茶、酒、汤为使，随证热涂。若病势大热，可用热茶调敷；如证稍温，则用酒调；若用以撮胀，可用3分姜汁、7分茶调；凡疮口破处，肉硬不消者，疮口被风所袭也，此方中加独活以祛风，用热酒调；年少血壮之人，衰老血败之士，如有溅血，无药可止，血尽人亡，若在手足，可用茶调敷手足上下尺余远；若在胸背腰腹，则全体敷之；治金疮重者，筋断脉绝，血尽人亡。如要断血，须用绳及绢袋缚住人手臂，却以此方从手臂上，用茶调敷住血路，然后却用断血药掞口，却不可使内补及四物等药；凡金疮在头面上者，血不止，急用此方，茶调团围敷颈上截血，疮口边亦用此敷，军中方掞口。重10日，轻者3日效；凡金疮着水，肉翻花者，可用薤汁调此方敷疮口两旁，以火微灸之；或用早稻杆烟熏之，疮口水出即愈，如无水出即是风袭，可用南星茶调敷之即愈；治妇人产后，或经绝血行逆上，心不能主，或吐血、鼻衄、舌衄，可以此方用井花水调敷颈上，生艾汁调亦妙，其血立止，然后服药以绝原；此方用药调涂热毒，恐随干随痛，赤肿不退，当用鸡子清调敷，诸热毒难干妙；汤火疮同；打破伤损在胸膈上者，药通血不下，可用绿豆水调此药末吞之，即吐出而安。,金丹、寸金、四黄散、一黄散、破血丹、黄药（原书同卷）、济阴丹（《正体类要》卷下）、抑阳散（《保婴摄要》卷十五）、截血膏（《准绳·疡医》卷六）、洪宝膏（《寿世保元》卷九）、少林截血丹（《理瀹》）、红宝丹（《外科证治全书》卷五）。,外科集验方,天花粉、姜黄、白芷、赤芍,痈 破伤风 产后 吐血不止 舌衄
56929,秘传连翘汤,《外科精要》卷中。,连翘汤,连翘1两，升麻1两，朴消1两，玄参8分，芍药8分，白蔹8分，防风8分，射干8分，大黄1两2钱，甘草（炙）5钱，杏仁80个（去皮尖，同面炒黄，另研）。,,产后妬乳并痈。,每服4钱，水煎服。下恶物后，服内托散之类。,连翘汤（《济阴纲目》卷十四）。,外科精要,连翘、升麻、朴消、玄参、红药子、白蔹、防风、射干、大黄、甘草、杏仁,产后 痈
56964,玉粉散,《外科精义》卷下。,,白矾（枯）、定粉各等分。,,阴疮，浸淫不止。,先洗浴净，淹开，掺之。,,外科精义,白矾、小麦,阴蚀疮 不止
56996,托里当归汤,《外科精义》卷下引何君五方。,,当归、黄耆、人参、熟地、川芎、芍药、甘草（炙）、柴胡各等分。,,痈疽、瘰疬、流注、乳痈、下疳，诸疮气血俱虚，毒气入腹者；妇人诸疮，经候不调；下疳注干，脓水交流，寒热头疼。,每服5钱，水1盏，煎至6分，去滓，食前温服。,,外科精义,当归、黄芪、人参、熟地黄、川芎、红药子、甘草、柴胡,痈 瘰疬 流注 乳痈 疳 气血 月经不调 下疳注干 寒热 头痛
57002,浴毒汤,《外科精义》卷下引《拾遗卫生方》。,,木通、藁本、管仲、白芷、荆芥、甘松、薄荷各等分。,,小肠风，阴疮痒痛。,上（口父）咀。用药2两，水5升，入芒消半两，煎至3升，热洗浴疮。,,外科精义,木通、藁本、管仲、白芷、荆芥、甘松、薄荷,肠风 阴疮痒痛
57023,当归丸,《外科理例·附方》。,,当归半两，大黄3分，桂心3钱，赤芍药2钱，葶苈2钱，人参1钱，甘遂半钱。,行血利水通大便。,腰疽，因水湿所触，经水不行而致肿痛者。,每服1丸，空心米饮化下。,,,当归、大黄、肉桂、赤芍、葶苈子、人参、甘遂,腰疽 月经不通 肿痛
57027,加味十全大补汤,《外科理例·附方》。,,人参、肉桂、地黄、川芎、白芍药、茯苓、白术、黄耆、甘草、当归、乌药、香附各等分。,,妇人气血俱虚，久患瘰疬不消，经大补溃后，坚核去而疮口不敛者。,每剂1两，加生姜、大枣，水煎，空心温服。,,,人参、肉桂、干地黄、川芎、白芍、茯苓、白术、黄芪、甘草、当归、乌药、香附,气血 瘰疬
57090,玉粉散,《外科启玄》卷十二。,,滑石（桂府粉，包）1两（水飞过），甘草3钱，冰片2分。,,胎溻皮疮。,掺之疮上。,方中甘草用量原缺，据《洞天奥旨》补。,外科启玄,滑石、甘草、冰,胎溻皮疮
