主治,功能团
"['产后', '肚腹痛', '伤寒', '外感']","[['产后', '肚腹痛']]"
"['产后', '言语謇涩', '怔忡不宁', '心血虚弱', '含糊謇涩']","[['心血虚弱', '含糊謇涩']]"
"['产后', '血崩', '气短促', '血块', '有汗']",[]
"['产后', '妄言']",[]
"['产后', '胁痛']",[]
"['产后', '淋', '淋证', '小便痛而数']","[['淋', '淋证']]"
"['产后', '干呕']","[['产后', '干呕']]"
"['产后', '眼昏', '倒错不识人', '虚泻']",[]
"['月经过多', '胎漏', '虚羸']","[['月经过多', '胎漏']]"
['流产'],[]
['难产'],[]
['胎衣不下'],[]
"['无力', '气血素亏']",[]
"['月经不调', '产前后诸疾', '诸虚百损']",[]
"['饮食不下', '腹中疼痛', '盗汗', '气血', '阴中冷', '自汗', '面无色', '骨蒸潮热', '漏血不止', '经前腹痛', '四肢肿', '四肢烦倦', '脾胃虚弱', '腰膝酸痛或冷痛', '腰痠带多', '作冷作烧']","[['盗汗', '自汗']]"
"['难产', '交骨不开']",[]
"['面色发红', '舌质紫']",[]
['交骨不开'],[]
"['死胎不出', '血海干涸', '横逆']",[]
"['带下', '湿痰下注', '阳气虚寒', '脾胃亏损']",[]
"['带下', '虚热']",[]
"['饮食不下', '干呕', '眩晕', '多倦', '妊娠呕恶冲逆']","[['干呕', '眩晕'], ['饮食不下', '干呕'], ['干呕', '妊娠呕恶冲逆']]"
"['饮食不下', '肚腹痛', '腰痛', '妊而数堕', '妊而数堕', '屡产', '生而不寿', '服气不安']","[['屡产', '生而不寿'], ['屡产', '服气不安'], ['生而不寿', '服气不安'], ['妊而数堕', '屡产'], ['屡产', '生而不寿', '服气不安']]"
"['饮食不下', '肚腹痛', '动胎', '腰痛', '妊而数堕', '妊而数堕', '屡产', '生而不寿']","[['肚腹痛', '动胎'], ['屡产', '生而不寿'], ['妊而数堕', '屡产']]"
"['肚腹痛', '月经不调', '血块', '痞积']","[['肚腹痛', '月经不调']]"
"['带下', '虚寒']",[]
"['带下', '湿痰下注']",[]
"['肚腹痛', '小便淋露不止']",[]
"['饮食不下', '盗汗', '气血虚弱', '带下不止', '虚热', '成胎', '常堕']",[]
['产毕即泻'],[]
"['产后', '肚腹痛', '痢不止', '脓血', '里急后重']","[['产后', '肚腹痛'], ['脓血', '里急后重'], ['产后', '痢不止'], ['肚腹痛', '痢不止'], ['产后', '肚腹痛', '痢不止']]"
"['产后', '寒热', '头痛']","[['产后', '头痛'], ['寒热', '头痛'], ['产后', '寒热'], ['产后', '寒热', '头痛']]"
"['血块', '产后气短']",[]
"['产后', '遍身壮热', '言语謇涩', '寒邪', '痰盛', '手足挛急', '结胸', '遍身麻痹', '心经蓄热']","[['产后', '遍身壮热']]"
"['产后', '腰痛', '作痛', '败血', '胁痛']",[]
"['产后', '水肿']",[]
"['产后', '遍身壮热', '言语謇涩', '寒邪', '痰盛', '手足挛急', '结胸', '遍身麻痹', '心经蓄热']","[['产后', '遍身壮热']]"
"['产后', '肾虚腰痛']",[]
"['产后', '中风', '言语謇涩', '恍惚', '四肢不利']","[['言语謇涩', '恍惚'], ['产后', '中风'], ['中风', '言语謇涩']]"
"['饮食不下', '干呕', '热病', '心胸烦躁']","[['饮食不下', '干呕']]"
['咳嗽'],[]
"['口干', '口干', '心神多躁', '壅热']","[['口干', '心神多躁']]"
"['月经过多', '胎漏']","[['月经过多', '胎漏']]"
"['小便涩', '脐腹胀闷', '胎压尿胞']",[]
"['小便涩', '脐腹胀闷', '胎压尿胞']",[]
"['饮食不下', '血亏', '盗汗', '堕胎', '带下不止', '虚热', '气弱', '成胎']",[]
"['不安', '气血虚弱', '妊而数堕', '妊而数堕', '妊而数堕', '屡产']","[['妊而数堕', '屡产']]"
['身疼'],[]
"['月经不调', '阴中冷', '经前腹痛', '寒湿带下', '血色暗淡']","[['月经不调', '阴中冷']]"
['流产'],[]
"['干呕', '妊娠呕恶冲逆']","[['干呕', '妊娠呕恶冲逆']]"
['产后'],[]
"['难产', '血崩', '血晕', '胎漏', '作痛', '不乳出', '腰腿痠疼', '血迷', '横生倒生', '步履不安']","[['难产', '血晕']]"
"['产后', '肚腹痛', '月经不调', '带下', '元气虚惫', '崩中漏下', '血晕', '冲任不固', '神昏', '淋沥不断', '手足烦倦', '子宫恶疾', '思虑气恼']","[['产后', '血晕'], ['带下', '崩中漏下'], ['产后', '肚腹痛'], ['肚腹痛', '月经不调'], ['月经不调', '带下']]"
"['干呕', '月经不通', '头痛', '赤白带下', '动胎', '咳嗽', '疼痛', '伤寒', '喘促', '寒邪', '热毒', '阴中冷', '痈', '五劳', '小便浊败', '风湿脚气', '寒湿', '赤白痢', '血结', '偏正头风', '痞积', '肿痛', '左瘫右痪', '下元虚冷', '痈疽发背', '疖', '瘦弱', '咽膈不利', '食滞', '心疼', '结胸', '瘙痒', '疔疮', '无名肿毒', '舌肿', '干湿疥癣', '风疹', '癞疮', '走黄']","[['风湿脚气', '寒湿'], ['五劳', '寒湿'], ['痈', '痈疽发背'], ['咳嗽', '喘促'], ['痈疽发背', '疔疮'], ['月经不通', '疼痛'], ['痈', '疖'], ['咳嗽', '伤寒'], ['头痛', '伤寒'], ['阴中冷', '小便浊败'], ['肿痛', '疖'], ['赤白带下', '小便浊败'], ['痈疽发背', '疖'], ['干呕', '头痛'], ['赤白带下', '阴中冷'], ['痈', '痈疽发背', '疖'], ['赤白带下', '阴中冷', '小便浊败']]"
"['月经不调', '赤白带下', '咳嗽', '痢不止', '身疼', '崩中漏下', '疟', '五劳', '小便浊败', '风湿脚气', '寒湿', '疝气', '偏正头风', '痰喘', '瘰疬', '跌打损伤', '臁疮', '无名肿毒', '腰酸腿软']","[['痢不止', '疟'], ['风湿脚气', '寒湿'], ['五劳', '寒湿'], ['赤白带下', '痢不止'], ['赤白带下', '小便浊败'], ['月经不调', '赤白带下'], ['风湿脚气', '疝气']]"
"['产后', '饮食不下', '肚腹痛', '遍身壮热', '头痛', '咳嗽', '中风', '伤寒', '身疼', '恶露未尽', '疟', '恶心', '阴寒', '胸中胀满', '霍乱', '昏迷不省', '血气冲心痛', '吐泻', '感冒', '感冒', '赤白痢', '神昏', '吞酸', '小儿惊痫', '牙关紧闭', '小腿转筋', '山岚瘴气', '中热', '无汗', '水泻', '阴户中寒', '不服水土', '口眼歪邪', '伤食生冷', '作泻', '胃口停痰']","[['昏迷不省', '神昏'], ['产后', '头痛'], ['肚腹痛', '遍身壮热'], ['遍身壮热', '头痛'], ['产后', '遍身壮热'], ['遍身壮热', '伤寒'], ['产后', '饮食不下'], ['产后', '恶露未尽'], ['头痛', '身疼'], ['产后', '中风'], ['昏迷不省', '牙关紧闭'], ['遍身壮热', '咳嗽'], ['产后', '肚腹痛'], ['遍身壮热', '阴寒'], ['咳嗽', '伤寒'], ['头痛', '伤寒'], ['霍乱', '吐泻'], ['霍乱', '小腿转筋'], ['产后', '遍身壮热', '头痛'], ['遍身壮热', '头痛', '伤寒'], ['产后', '肚腹痛', '遍身壮热'], ['遍身壮热', '咳嗽', '伤寒']]"
"['月经不通', '瘰疬']",[]
"['热毒', '风湿脚气', '乳痈', '痈疽发背', '流注', '丹毒', '湿痰下注', '疔疮', '跌仆', '漆疮', '肌肤赤肿', '大头时肿']","[['肌肤赤肿', '大头时肿'], ['乳痈', '痈疽发背'], ['痈疽发背', '疔疮'], ['漆疮', '肌肤赤肿'], ['漆疮', '大头时肿'], ['漆疮', '肌肤赤肿', '大头时肿']]"
"['寒热', '风湿脚气', '脚手痹顽', '流注', '风痹', '坚硬疼痛', '鹤膝风', '筋骨不舒', '漫肿无头', '痛疽阴疮']",[]
"['饮食不下', '涩', '热毒', '作痛', '生疮', '疙瘩作痒']","[['涩', '热毒']]"
"['饮食不下', '肚腹痛', '月经不调', '遍身壮热', '口干', '肌体羸瘦', '头目眩晕', '血亏', '盗汗', '四肢烦疼', '心神惊悸', '多睡', '潮热', '骨蒸潮热', '心热', '气血虚弱', '面色发红', '痰喘', '寒热如疟', '荣卫不调', '血热相搏']","[['肚腹痛', '遍身壮热'], ['潮热', '面色发红'], ['饮食不下', '头目眩晕'], ['月经不调', '肌体羸瘦'], ['饮食不下', '月经不调'], ['肚腹痛', '月经不调'], ['心热', '面色发红'], ['遍身壮热', '口干'], ['饮食不下', '肌体羸瘦'], ['饮食不下', '月经不调', '肌体羸瘦']]"
['阴肿'],[]
"['疮疥', '寒湿', '胎毒疮', '头面生癞', '奶癣', '脓疥']","[['头面生癞', '脓疥'], ['胎毒疮', '奶癣'], ['胎毒疮', '脓疥'], ['胎毒疮', '头面生癞'], ['胎毒疮', '头面生癞', '脓疥']]"
"['产后', '痢不止']","[['产后', '痢不止']]"
"['月经不调', '赤白带下', '咳嗽', '痢不止', '血崩', '身疼', '疟', '五劳', '小便浊败', '风湿脚气', '寒湿', '漏血不止', '疝气', '脚手痹顽', '痞积', '左瘫右痪', '痰喘', '瘰疬', '不能行步', '跌打损伤', '肿毒', '偏坠', '结毒', '顽疮', '走气']","[['痢不止', '疟'], ['风湿脚气', '寒湿'], ['五劳', '寒湿'], ['赤白带下', '痢不止'], ['赤白带下', '血崩'], ['赤白带下', '小便浊败'], ['月经不调', '赤白带下'], ['脚手痹顽', '左瘫右痪'], ['风湿脚气', '疝气']]"
"['疼痛', '头面肿满', '痈疽发背', '丹毒', '痛痒', '臁疮', '浑身疮癣', '顽疮', '脐下生疮', '唇紧', '湿癣白秃']","[['脐下生疮', '湿癣白秃'], ['唇紧', '湿癣白秃'], ['脐下生疮', '唇紧'], ['脐下生疮', '唇紧', '湿癣白秃']]"
"['阴蚀疮', '痒痛', '脓水淋漓']",[]
"['遍身壮热', '言语謇涩', '血亏', '感冒', '寒热如疟', '热入血室', '妄言', '热甚']",[]
"['生疮', '肿痛', '小便短赤', '湿热', '阴挺', '便毒悬痈']","[['生疮', '肿痛']]"
"['产后', '饮食不下', '恶露未尽', '腹中', '胀满', '小便涩', '瘀血作痛', '肠痈', '肠胃停滞']","[['瘀血作痛', '肠痈'], ['产后', '饮食不下'], ['产后', '恶露未尽']]"
"['结毒', '下疳溃烂']",[]
"['遍身壮热', '阴痒']",[]
['臁疮'],[]
"['产后', '吐血不止', '痈', '破伤风', '舌衄']",[]
"['产后', '痈']",[]
"['不止', '阴蚀疮']",[]
"['月经不调', '寒热', '头痛', '气血', '痈', '乳痈', '疳', '瘰疬', '流注', '下疳注干']","[['寒热', '头痛'], ['痈', '瘰疬'], ['痈', '疳'], ['月经不调', '寒热'], ['痈', '乳痈']]"
"['肠风', '阴疮痒痛']",[]
"['月经不通', '肿痛', '腰疽']",[]
"['气血', '瘰疬']",[]
['胎溻皮疮'],[]
['粉花疮'],[]
"['痈', '阴蚀疮', '痈疽发背']","[['痈', '痈疽发背']]"
"['疮疥', '阴蚀疮', '久不愈', '痈疽发背', '瘰疬', '流注', '臁疮', '阳气虚寒', '瘀肉不溃']","[['疮疥', '痈疽发背'], ['疮疥', '瘰疬'], ['痈疽发背', '瘰疬'], ['阴蚀疮', '臁疮'], ['疮疥', '痈疽发背', '瘰疬']]"
"['产后', '饮食不下', '痢不止', '脾胃虚弱', '淋沥', '消瘦']","[['产后', '饮食不下'], ['产后', '痢不止']]"
['阴蚀疮'],[]
"['产后', '痈']",[]
['乳痈'],[]
['足筋肿'],[]
"['产后', '阴疽']",[]
['久不愈'],[]
"['痰饮', '作痛', '乳痈', '气滞不行', '壅滞', '肝气郁结']",[]
"['产后', '肚腹痛', '恶露未尽', '大便结燥', '肿痛', '流注', '瘀血作痛', '肠痈', '肠胃作痛', '内疽']","[['肠胃作痛', '内疽'], ['瘀血作痛', '肠痈'], ['产后', '恶露未尽'], ['产后', '肚腹痛']]"
"['饮食不下', '肚腹痛', '月经不调', '遍身壮热', '口干', '肌体羸瘦', '头目眩晕', '血亏', '盗汗', '四肢烦疼', '心神惊悸', '多睡', '潮热', '骨蒸潮热', '心热', '气血虚弱', '面色发红', '痰喘', '寒热如疟', '荣卫不调', '血热相搏']","[['肚腹痛', '遍身壮热'], ['潮热', '面色发红'], ['饮食不下', '头目眩晕'], ['月经不调', '肌体羸瘦'], ['饮食不下', '月经不调'], ['肚腹痛', '月经不调'], ['心热', '面色发红'], ['遍身壮热', '口干'], ['饮食不下', '肌体羸瘦'], ['饮食不下', '月经不调', '肌体羸瘦']]"
"['瘰疬', '乳岩']",[]
"['干呕', '寒热', '恶心', '肿痛', '胎热']","[['干呕', '寒热'], ['干呕', '恶心']]"
"['产后', '饮食不下', '腹中疼痛', '胀满', '小便涩', '肠痈']","[['产后', '饮食不下']]"
"['小便浊败', '疳', '小便涩', '精滑', '阴痒']",[]
"['产后', '疼痛', '流注', '败血', '肿块']",[]
"['痈', '疮疥', '乳痈', '乳痈', '脓水将尽']","[['痈', '疮疥'], ['痈', '乳痈']]"
"['湿热下注', '阴门瘙痒', '内外生疮']","[['阴门瘙痒', '内外生疮']]"
"['湿热下注', '阴门瘙痒', '内外生疮']","[['阴门瘙痒', '内外生疮']]"
"['赤白带下', '疮疥', '夜寐不安', '痞积', '流注', '诸风瘫痪', '精冷', '湿痰下注', '血冷', '久无嗣息']",[]
"['大便结燥', '淋', '内热', '小便涩', '忧恚', '阴中火郁作痛']",[]
"['寒湿', '凝结不散', '脚丫作痒']","[['凝结不散', '脚丫作痒']]"
['阴痒'],[]
"['瘙痒', '雀斑']",[]
"['肿胀', '坚硬疼痛']",[]
"['痢不止', '小儿惊痫']",[]
"['头痛', '头目眩晕', '身疼', '痰饮', '背项强直', '作痛', '耳内虚鸣', '上攻', '偏正头风', '鼻塞多嚏', '瘙痒', '湿痰下注', '风疮', '瘾疹', '皮肤顽麻', '牙龈肿痛', '眉棱骨疼', '肌肉蠕动']","[['瘙痒', '瘾疹'], ['头痛', '头目眩晕'], ['头痛', '身疼'], ['头目眩晕', '身疼'], ['头痛', '头目眩晕', '身疼']]"
"['言语謇涩', '痰饮', '烦躁', '口烂', '壅盛', '丹毒', '瘾疹', '伤风斑症']","[['痰饮', '壅盛']]"
['头痛'],[]
"['热毒', '风湿脚气', '乳痈', '痈疽发背', '跌打损伤', '丹毒', '肿毒', '皮肤瘙痒', '疔毒', '漆疮', '肌肤赤肿', '湿痰流毒', '大头时肿', '冻疮痒痛', '癣疥湿癞']","[['肌肤赤肿', '大头时肿'], ['乳痈', '痈疽发背'], ['漆疮', '肌肤赤肿'], ['漆疮', '大头时肿'], ['漆疮', '肌肤赤肿', '大头时肿']]"
"['带下', '不止', '痈', '五劳', '疮疥', '作痛', '寒湿', '七情内伤', '痈疽发背', '疖', '跌打损伤', '腰腿无力', '痛痒', '心腹攻刺作疼', '肠痈', '风温', '脚腿软弱', '湿痰流毒', '胸背攻刺作疼', '风郁', '血气癞痒']","[['疮疥', '痈疽发背'], ['痈', '疮疥'], ['五劳', '寒湿'], ['痈', '痈疽发背'], ['痈', '疖'], ['疮疥', '疖'], ['痈疽发背', '疖'], ['疮疥', '痈疽发背', '疖'], ['痈', '痈疽发背', '疖'], ['痈', '疮疥', '疖'], ['痈', '疮疥', '痈疽发背'], ['痈', '疮疥', '痈疽发背', '疖']]"
"['热毒', '肿痛', '疖', '湿热佛郁']","[['肿痛', '疖']]"
"['四肢烦疼', '五劳', '余疾']",[]
"['疼痛', '瘀血', '产前后诸疾']",[]
"['痈', '痈疽发背', '脓血', '发乳']","[['痈', '痈疽发背']]"
"['痈', '痈疽发背']","[['痈', '痈疽发背']]"
"['漏血不止', '下痢', '脓血', '阴户中寒']","[['下痢', '脓血']]"
['月经过多'],[]
"['月经过多', '漏血不止']",[]
"['产后', '咳嗽', '上气', '鼻塞多嚏', '声重', '喉咽不利']",[]
['血气冲心痛'],[]
"['饮食不下', '月经不通', '渐渐羸瘦', '结生瘕聚', '气短促', '胸中胀满', '血气冲心痛', '大便后下血', '余疾', '邪气', '厥逆', '久痹']","[['饮食不下', '渐渐羸瘦'], ['饮食不下', '月经不通'], ['月经不通', '结生瘕聚'], ['渐渐羸瘦', '结生瘕聚']]"
"['肚腹痛', '产后淋痛', '寒冷']",[]
"['脐腹冷痛', '急痛', '寒疝', '不痛', '厥逆', '五淋七疝', '冷食', '脐下结物', '少腹胀满', '月事不']","[['少腹胀满', '月事不']]"
['面目青黑'],[]
"['妊娠', '遍身壮热', '大小便不通']","[['妊娠', '遍身壮热']]"
"['动胎', '妊娠胞阻', '冷痛']",[]
"['妊娠', '饮食不下']","[['妊娠', '饮食不下']]"
"['妊娠', '月经过多']","[['妊娠', '月经过多']]"
"['妊娠', '血气冲心痛']",[]
"['妊娠', '饮食不下']","[['妊娠', '饮食不下']]"
"['不育', '不调', '腹内冷疼']",[]
"['不育', '不育', '寒邪', '胞络伤损', '久不坐胎']",[]
"['肚腹痛', '动胎']","[['肚腹痛', '动胎']]"
['胎衣不下'],[]
"['外感', '血气冲心痛']",[]
['难产'],[]
"['不育', '阴寒']",[]
['动胎'],[]
"['妊娠', '斑', '子痫', '倒错不识人', '叱逆眩倒']","[['子痫', '倒错不识人']]"
"['动胎', '月经过多', '心腹疼痛']","[['动胎', '心腹疼痛'], ['动胎', '月经过多']]"
"['妊娠', '胸背疼痛']",[]
"['妊娠', '动胎', '月经过多']","[['妊娠', '月经过多'], ['妊娠', '动胎'], ['动胎', '月经过多'], ['妊娠', '动胎', '月经过多']]"
"['肚腹痛', '动胎', '动胎', '伤损经络']","[['肚腹痛', '动胎']]"
"['妊娠', '子淋', '小便淋露不止', '脐腹胀闷']",[]
"['气急', '子淋']",[]
"['伤胎', '漏胞']",[]
['不育'],[]
"['妊娠', '肚腹痛', '动胎']","[['肚腹痛', '动胎'], ['妊娠', '肚腹痛'], ['妊娠', '动胎'], ['妊娠', '肚腹痛', '动胎']]"
"['妊娠', '小便利数', '子淋', '热痛', '足筋肿']","[['子淋', '热痛']]"
['痈'],[]
"['烦愦', '阴痒']",[]
['阴中生疮'],[]
['阴中生疮'],[]
['阴肿'],[]
"['产后', '产后气虚']",[]
"['产后', '渐渐羸瘦']",[]
"['产后', '寒热', '疟', '虚羸', '伤损经络']","[['产后', '寒热']]"
"['肚腹痛', '言语謇涩', '产后百损']",[]
"['产后', '恶露未尽', '血晕', '腹中', '腰腿痠疼', '不下食', '脚疼']","[['产后', '血晕'], ['产后', '恶露未尽'], ['恶露未尽', '血晕'], ['产后', '恶露未尽', '血晕']]"
"['产后', '不闭']",[]
"['口干', '产后小便数']",[]
"['产后', '淋证']",[]
"['不乳出', '疳']",[]
"['产后', '饮食不下', '干呕', '肚腹痛', '血气冲心痛', '四肢逆冷', '阳气虚寒']","[['干呕', '肚腹痛'], ['产后', '饮食不下'], ['饮食不下', '干呕'], ['产后', '肚腹痛'], ['产后', '干呕'], ['产后', '饮食不下', '干呕'], ['产后', '干呕', '肚腹痛']]"
