症状,亲友团
温疟,"['寒热', '血亏', '虚劳', '堕胎', '胸满', '心闷', '热入血室', '悸动', '脉数而涩', '妊娠吐衄', '经行感冒', '脉沉而浮', '经枯发热']"
温病发热,"['口干', '言语謇涩', '昏迷不省', '小便利数', '经水忽来忽断', '口臭']"
湿毒阴痒,"['带下不止', '淋漓不净', '阴肿', '阴疼']"
湿浊下注,"['饮食不下', '肚腹痛', '带下', '不育', '阴中冷', '气滞', '经前腹痛', '腰腿疼痛', '腰痠', '结胸', '饱胀', '嗳气', '结块']"
湿热佛郁,"['热毒', '肿痛', '疖']"
湿热秽毒,"['产后', '肚腹痛', '月经不调', '头痛', '痢不止', '疮疥', '食积', '黄疸', '里急后重', '赤眼肿痛', '瘀血作痛', '尿涩诸淋', '脏腑积热', '咽痛牙痛', '口鼻热疮']"
湿热素盛,"['带下', '白带频下']"
湿痹不仁,"['饮食不下', '口干', '不育', '渐渐羸瘦', '盗汗', '胸中胀满', '五劳', '冲任不固', '大便后下血', '短气', '偏枯', '腰背痠疼', '往来寒热', '拘挛', '心腹满急']"
湿癣白秃,"['疼痛', '头面肿满', '痈疽发背', '丹毒', '痛痒', '臁疮', '浑身疮癣', '顽疮', '脐下生疮', '唇紧']"
滑泄不止,"['产后', '肚腹痛', '痢不止', '不调', '疳', '带浊', '冷热', '里急后重', '下瘀']"
滑淋,"['肚腹痛', '月经不调', '赤白带下', '小便浊败', '痞积', '五淋']"
濡弱,"['产后', '中风', '难产', '血亏', '感冒', '言语不得', '风邪', '气弱', '弦微']"
灸疮,"['产后', '中风', '涩', '腰痛', '身如角弓反张', '牙关紧闭', '七情内伤', '败血', '筋急']"
烦惫,"['带下', '血崩', '吐血不止', '肺痿', '多梦', '脚膝酸软']"
烦燥,"['寒热', '赤白带下', '咳嗽', '伤寒', '血崩', '崩中漏下', '结生瘕聚', '肢节无力', '疟', '疮疥', '骨蒸潮热', '口苦', '面色苍黄', '肠风', '生疮']"
热泻不止,['产后']
热痛无力,"['饮食不下', '月经不调', '赤白带下', '口干', '肌体羸瘦', '头目眩晕', '心神多躁', '元气虚惫', '结生瘕聚', '面色黄青', '五劳', '口苦', '惊悸', '血脏宿冷', '癥块']"
热血入室,"['月经过多', '言语謇涩', '感冒', '汗出']"
燥涩麻木,"['寒热', '疼痛', '血风劳']"
牙噤发搐,"['产后', '伤寒', '四肢急掣', '口急', '背项强直', '阴竭', '阳微', '汗多不止']"
独赤独白,['不止']
甚不转侧,"['遍身壮热', '不止', '腰痛', '血结', '脚疼', '呻吟']"
生不顺理,"['妊娠', '难产']"
留血结聚,"['月经不通', '恶露不下', '外感', '产后气虚']"
疔疮走黄,"['产后', '肚腹痛', '月经不通', '头痛', '咳嗽', '中风', '伤寒', '眩晕', '大小便不通', '心腹胀', '痰饮', '疟', '寒邪', '恶心', '阴寒']"
疙瘩作痒,"['饮食不下', '涩', '热毒', '作痛', '生疮']"
疟疾不愈,"['饮食不下', '遍身壮热', '带下', '肢体怠情', '盗汗', '冲任不固', '惊悸', '不睡', '怔忡不宁', '痔疮', '多忘', '心肾不交', '肠红', '三阴亏损', '精血虚损']"
疮疡不敛,"['产后', '饮食不下', '月经不通', '月经不调', '遍身壮热', '寒热', '咳嗽', '中风', '口干', '眩晕', '头目眩晕', '崩中漏下', '喘促', '多倦', '肢体怠情']"
疰痛,"['月经不通', '赤白带下', '中风', '痢不止', '带下', '难产', '血风劳', '疟', '热毒', '吐血不止', '妇人血气', '霍乱', '五劳', '死胎', '吐泻']"
疳痢,['久痢']
疾恶,"['饮食不下', '风湿脚气', '脚重虚肿', '腹内壅塞']"
病患相感,"['妊娠', '流产', '气血虚弱', '血脏宿冷', '腰痛下血', '侵损荣卫', '情欲相扰', '精血攻冲']"
病温,"['遍身壮热', '脉弦数', '口苦', '经行无定期', '耳聋', '热入血室', '脉静身凉']"
病闷,"['饮食不下', '干呕', '动胎', '痢不止', '疼痛', '霍乱', '胸膈', '冷气', '肌黄形瘦', '不和', '浮肿', '少腹苦痛', '四肢痠痛', '腹胁刺痛', '血脏宿冷']"
痈疽未破,"['肚腹痛', '月经不通', '寒热', '疳', '痞积', '血瘕', '胸膈停痰']"
痈疽疔疮,"['产后', '肚腹痛', '月经不通', '头痛', '咳嗽', '中风', '伤寒', '眩晕', '大小便不通', '心腹胀', '痰饮', '疟', '寒邪', '恶心', '阴寒']"
痒涩起赤障,"['羞明', '妊娠目赤肿痛']"
痛如行痹,"['月经过多', '四肢烦疼', '筋脉失养']"
痛疹痒痛,"['血风劳', '细疮']"
痛疽阴疮,"['寒热', '风湿脚气', '脚手痹顽', '流注', '风痹', '坚硬疼痛', '鹤膝风', '筋骨不舒', '漫肿无头']"
痛痒不休,"['乳上湿疮', '脓血淋漓成片', '飞红无靥']"
痛经热甚,"['心神多躁', '脉弦数', '口苦']"
痛而无积块,"['赤白带下', '月经过多', '疼痛', '血崩', '腹中疼痛', '流产', '经前腹痛', '下元虚冷', '腰酸', '阻滞', '少腹胀满', '少腹积块', '色或紫或黑']"
痞塞嗳酸,"['产后', '饮食不下', '肢体怠情', '脾气受伤', '脾转运滞', '多食厚味']"
痞满不思食,"['舌质淡', '月经后期', '舌苔花白', '气滞不行', '脉滑', '拒按', '胸胁疼', '少腹常疼', '少腹中部亦痛', '不拒按', '推之可移', '有块不坚']"
痞闷不食,"['月经不调', '不育', '渐渐羸瘦', '肢体怠情', '虚劳', '少力', '骨疼', '心忪', '胸满', '血气风劳']"
痢赤如血,"['产后', '烦热', '腹疼', '渴躁']"
痧疹,"['遍身壮热', '咳嗽', '伤寒', '喘促', '吐泻', '感冒', '惊胎', '惊风', '胎风', '胎热', '鼻流黄涕', '形盛多痰', '睡多惊恐', '慢脾风', '癍疮']"
瘀斑,"['血块', '经前腹痛', '面目青黑', '血瘀', '月经先期', '脉滑', '舌苔黄腻', '胁胀', '紫红色结节性皮疹', '面部色素沉着', '舌薄', '慢性紫红斑片']"
瘀滞涩闭,"['饮食不下', '月经不调', '寒热', '带下', '渐渐羸瘦', '崩中漏下', '结生瘕聚', '面色黄青', '盗汗', '腹刺痛', '心神惊悸', '背项强直', '面目青黑', '脚手痹顽', '少腹苦痛']"
瘀积作痛,"['气滞', '拒按']"
瘀而为毒,"['产后', '月经不通', '发为', '肠痈', '营卫不调', '血衰血阻']"
瘀肉不溃,"['疮疥', '阴蚀疮', '久不愈', '痈疽发背', '瘰疬', '流注', '臁疮', '阳气虚寒']"
瘀肉生疮,"['涩', '上攻', '偏正头风', '翳膜']"
瘀血结块,"['肚腹痛', '月经不调', '胁胀', '血色不正']"
瘀血阻滞,"['头痛', '身疼', '产后百损', '背项强直', '脉数而涩', '筋脉失养']"
瘘疮,"['难产', '死胎', '疮疥', '痈疽发背', '瘰疬', '咽喉闭塞', '血气冲心', '风肿', '奶癣', '发脑', '发鬓', '折伤筋骨', '肾癣', '发牙', '干癣']"
瘦劣难痊,"['饮食不下', '干呕', '月经过多', '伤寒', '渐渐羸瘦', '崩中漏下', '五劳', '流产', '骨蒸潮热', '漏血不止', '不定', '心气不足', '阴阳不和', '多忘', '传尸']"
瘦损,"['产后', '寒热', '产后气短']"
瘦淬食少,"['月经不通', '遍身壮热', '身疼', '心腹胀', '自汗', '膨胀腹满']"
瘦黑,"['产后', '寒热', '身疼', '多倦', '产后气短']"
癖块积气,"['赤白带下', '渐渐羸瘦', '腹中', '疮疥', '风湿脚气', '黄疸', '腹大', '肺气喘', '宿食不消', '传尸', '飞尸', '水病', '注气']"
癣疥湿癞,"['热毒', '风湿脚气', '乳痈', '痈疽发背', '跌打损伤', '丹毒', '肿毒', '皮肤瘙痒', '疔毒', '漆疮', '肌肤赤肿', '湿痰流毒', '大头时肿', '冻疮痒痛']"
癥瘕结块,"['干呕', '赤白带下', '月经过多', '结生瘕聚', '妇人血气', '肠风', '反胃', '吐清水', '气痢']"
登高而歌,"['血崩', '心神多躁', '言语謇涩', '热毒', '气血', '妄言', '多怒', '客热', '去衣而走', '如风鬼神']"
白泻,"['饮食不下', '里急后重', '气闭肚疼']"
相狎,"['月经不通', '血结', '眼目昏花', '精神恍惚', '腹大如妊', '六脉乍大乍小', '面色乍赤乍白']"
真阴耗竭,"['产后', '月经不通', '肌体羸瘦', '疟', '盗汗', '自汗', '心神恍惚', '虚火', '咳血', '咯血', '往来寒热', '起居不时', '痨症', '嗜欲无节']"
眩闷倒旋,"['头痛', '产后虚热']"
眼张口噤,"['产后', '中风', '四肢急掣', '心神惊悸', '腰背反张']"
破血,"['月经过多', '吐血不止', '出血', '伤损经络']"
硬而有块,"['肚腹痛', '血瘀', '苔薄黄', '经来色紫', '按之痛甚', '脉两尺沉涩']"
种种带下,"['妊娠', '下利赤白']"
积成癥块,"['月经不通', '肌体羸瘦']"
积热劳极,"['产后', '肌体羸瘦', '食不生肌']"
筋挛瘈疭,"['产后', '中风', '言语謇涩', '口急']"
粉泄不止,"['月经不通', '赤白带下', '中风', '痢不止', '带下', '难产', '血风劳', '疟', '热毒', '吐血不止', '妇人血气', '霍乱', '五劳', '死胎', '吐泻']"
粉花疮,[]
粪稠若胶,"['脾胃虚弱', '痘疹', '中满', '带下色青', '惊泻']"
精冲血管,"['流血不止', '贪欢交感']"
精热,"['寒热', '赤白带下', '咳嗽', '伤寒', '血崩', '崩中漏下', '结生瘕聚', '肢节无力', '疟', '疮疥', '骨蒸潮热', '口苦', '面色苍黄', '肠风', '生疮']"
精神不安,"['言语謇涩', '产后百损']"
精神冒闷,"['中风', '四肢急掣', '四肢烦疼', '言语不得']"
精神恍惚不主,"['言语謇涩', '产后百损', '盗汗', '自汗', '多忘', '松悸不定']"
精神昏昧,['产后气虚']
精神昏闷,"['产后', '饮食不下', '多睡', '虚羸']"
精神衰弱,"['不育', '渐渐羸瘦', '下元虚冷', '腰膝酸痛或冷痛']"
精血亏损,"['身疼', '心腹疼痛', '月经后期', '血下少', '气血虚']"
精血攻冲,"['妊娠', '流产', '气血虚弱', '血脏宿冷', '腰痛下血', '侵损荣卫', '情欲相扰', '病患相感']"
精血虚损,"['饮食不下', '遍身壮热', '带下', '肢体怠情', '盗汗', '冲任不固', '惊悸', '不睡', '怔忡不宁', '痔疮', '多忘', '心肾不交', '肠红', '三阴亏损', '疟疾不愈']"
紫多淡少,"['赤白带下', '口干', '眩晕', '崩中漏下', '肢节无力', '多倦', '精神不守', '多睡', '耳内虚鸣', '经行无定期', '眼昏', '心热', '夜寐不安', '肌黄形瘦', '血衰']"
紫黑块,['腹疼']
紫黑有块,"['作痛', '血热', '月经后期']"
累经,"['饮食不下', '干呕', '月经过多', '伤寒', '渐渐羸瘦', '崩中漏下', '五劳', '流产', '骨蒸潮热', '漏血不止', '不定', '心气不足', '阴阳不和', '多忘', '传尸']"
红斑圆点,"['血风劳', '疮疥', '丹疹', '痒痛']"
红淋,['带下']
红痢,"['中风', '月经过多', '眩晕', '血崩', '大小便不通', '霍乱', '吐泻', '感冒', '言语不得', '食积', '瘟疫', '中热', '风痰', '绞肠']"
红白淋浊,"['肚腹痛', '月经不调', '赤白带下', '阴中冷', '无力', '腰痠']"
经准不孕,"['月经不调', '不育', '血脉不荣', '冲脉少藏', '腹多病', '气食生冷']"
经日未生,['难产']
经枯发热,"['寒热', '血亏', '虚劳', '堕胎', '胸满', '心闷', '热入血室', '悸动', '脉数而涩', '妊娠吐衄', '经行感冒', '脉沉而浮', '温疟']"
经水少而血色和,[]
结成症块,"['产后', '月经不通', '恶露不下']"
结滞不消,"['产后', '不乳出', '热肿']"
结聚为块,"['饮食不下', '寒热', '产后滞血']"
绕顶生疮,"['产后', '饮食不下', '寒热', '咳嗽', '口干', '难产', '喘促', '胸中胀满', '胎衣不下', '心腹多痛', '四肢肿', '眼目昏花', '四肢痠痛', '死胎不出', '心闷']"
绕项生疮,"['产后', '饮食不下', '咳嗽', '口干', '难产', '喘促', '胸中胀满', '胎衣不下', '心腹多痛', '眼目昏花', '四肢痠痛', '死胎不出', '心闷', '寒热如疟', '鼻衄']"
绝嗣,"['产后', '月经过多', '不育', '崩中漏下', '结生瘕聚', '脐腹冷痛', '堕胎', '小便浊败', '经行无定期', '淋漓不净', '久冷', '脉虚冷']"
绞刺疼痛,"['妊娠', '赤白痢']"
缓急风,"['月经不调', '寒热', '头痛', '元气虚惫', '产后百损', '不和', '不能行步', '手足清冷', '腹内虚鸣', '多梦', '身体痹痛', '逆害饮食', '心腹痞坚', '绕脐恻恻痛', '风虚寒中']"
肌热盗汗,"['血风劳', '骨蒸潮热', '面色苍黄', '口臭', '心胸烦壅']"
肌瘦面赤,"['产后', '饮食不下', '干呕', '月经不通', '寒热', '赤白带下', '中风', '口干', '痢不止', '伤寒', '血风劳', '血崩', '腹中疼痛', '血晕', '昏迷不省']"
肚上筋脉,"['月经不通', '面色黄青', '唇口青白', '腹内成块', '腿胫或肿']"
肩强直,"['产后', '中风', '四肢急掣', '口急']"
肿中,"['饮食不下', '产后四肢浮肿', '凝结有块']"
肿痛此热,"['乳悬', '欲结成痈']"
胀痛闷绝,"['妊娠', '子悬', '胎上迫心']"
胎间水气,"['妊娠', '遍身洪肿']"
脉沉迟或沉微。,"['妊娠', '肚腹痛', '伤寒', '带下', '四肢急掣', '大便后下血', '身凉', '血虚有寒', '腹或阴中疼痛']"
脉静身凉,"['遍身壮热', '脉弦数', '口苦', '经行无定期', '耳聋', '热入血室', '病温']"
脊急反张,['中风']
脏腑虚渴,"['产后', '多倦', '肌骨蒸热', '虚渴', '脱血过多']"
脑痛如破,"['月经不通', '头痛', '产后百损', '寒邪', '涕唾稠粘', '腥臭', '鼻流黄涕', '畏风', '髓海空虚']"
脓水将尽,"['痈', '疮疥', '乳痈']"
脓疥,"['疮疥', '寒湿', '胎毒疮', '头面生癞', '奶癣']"
脓血淋漓成片,"['乳上湿疮', '痛痒不休', '飞红无靥']"
脓血疮癞,"['干呕', '月经不调', '寒热', '咳嗽', '痰饮', '恶心', '胸中胀满', '腹刺痛', '有汗', '四肢肿', '脏腑虚损', '胸满', '湿气下利', '壅盛', '两胁胀痛']"
脓血痢,"['产后', '不止', '腹内痛']"
脓血相兼,"['疼痛', '赤白泻痢']"
脓血赤滞,"['妊娠', '肚腹痛', '带浊']"
脱神,"['动胎', '中风', '渐渐羸瘦', '产后百损', '盗汗', '吐血不止', '虚劳', '血气冲心痛', '恍惚', '言语不得', '惊悸', '大便后下血', '癫痫', '虚烦', '怔忡不宁']"
脱精,"['血崩', '流产', '癫痫']"
脱血过多,"['产后', '多倦', '肌骨蒸热', '虚渴', '脏腑虚渴']"
脱衣受风,"['遍身壮热', '气血', '冬月感寒']"
脸烂,"['饮食不下', '月经不通', '咳嗽', '肌体羸瘦', '五劳', '冲任不固', '烦热', '潮热', '面色苍黄', '膨胀腹满', '瘀血', '心腹胀满', '干血', '小儿疳', '羞明']"
脸赤,"['月经不通', '月经不调', '结生瘕聚', '五劳', '虚劳', '骨蒸潮热', '面色苍黄', '心热', '口烂', '咽膈不利', '食不生肌', '肺痿', '干嗽', '飞尸', '血蒸劳气']"
腋臭狐臊,"['带下', '小便浊败', '口臭', '腥秽', '恶气熏人']"
腹中疼痛结块,"['饮食不下', '头目眩晕', '血亏', '精神不守', '潮热', '心神烦热', '败血', '经水不匀']"
至夜发热,"['月经不通', '言语謇涩', '小便利数', '经前腹痛', '烦渴', '跌打损伤', '大便色黑', '少腹急痛', '其人如狂', '下焦蓄血']"
艰于履地,"['妊娠', '足痿']"
色如煮小豆汁,"['月经不调', '不定', '腹胁']"
色带淡黄,"['饮食不下', '月经不通', '头痛', '口干', '潮热', '耳内虚鸣', '舌质淡', '肾虚', '苔薄黄', '脉数无力', '手心发热', '两眼乏神']"
色或紫或黑,"['赤白带下', '月经过多', '疼痛', '血崩', '腹中疼痛', '流产', '经前腹痛', '下元虚冷', '腰酸', '阻滞', '少腹胀满', '少腹积块', '痛而无积块']"
色淡如黄水,"['月经不调', '带下', '结生瘕聚', '经前腹痛', '痞积', '腰痠', '白带频下', '乳岩', '腮项肿核', '月经下血块', '经来腥臭', '色黑不多']"
色淡而粘,"['带下不止', '脉滑', '经水涩少', '苔白腻', '口淡']"
色紫稠粘,"['月经不通', '月经不调', '腰痛', '瘀血', '脓血', '湿气下利', '多忘', '血滞', '麻木', '有块', '倒经吐衄', '血多']"
色肉衰朽,"['饮食不下', '干呕', '月经过多', '伤寒', '渐渐羸瘦', '崩中漏下', '五劳', '流产', '骨蒸潮热', '漏血不止', '不定', '心气不足', '阴阳不和', '多忘', '传尸']"
色黑不多,"['月经不调', '带下', '结生瘕聚', '经前腹痛', '痞积', '腰痠', '白带频下', '乳岩', '腮项肿核', '月经下血块', '经来腥臭', '色淡如黄水']"
苦薄腻,"['咳嗽', '口干', '经前腹痛', '咯痰带血', '腰痠', '月经先期', '咯血', '舌质红', '多怒', '胁胀', '鼻干', '急躁', '胸痛', '迫血妄行', '灼伤肺络']"
荒语,"['产后百损', '心气不足', '如见鬼神', '血邪']"
荣血虚损,"['产后', '肢体怠情', '有汗']"
荣血衰少,"['妊娠', '口干', '皮肤干燥', '小便闭', '足痿无力', '皮肉枯瘁']"
营卫虚损,"['妊娠', '疼痛', '精神不守', '腹大', '鬼胎']"
蒸汗劳虫,"['寒热', '传尸', '劳嗽']"
虚壅上攻,"['产后', '产后气虚', '头面肿满']"
虚晕,['产后心神惊悸不定']
虚泻,"['产后', '眼昏', '倒错不识人']"
虚胀雷鸣,"['月经不通', '四肢沉重', '腹内积聚']"
血下不尽,"['产后', '肚腹痛']"
血刺泄泻,"['产后', '干呕', '月经不通', '寒热', '头痛', '咳嗽', '痢不止', '伤寒', '带下', '血风劳', '崩中漏下', '结生瘕聚', '喘促', '大小便不通', '血晕']"
